record_id,gender,study_year,bac_specialty,study_hours_week,study_location,study_style,learning_methods,resources_used,use_planner,obstacle_1st,obstacle_2nd,obstacle_3rd,obstacle_4th,5 fifth,6 sixth,7 seventh,8 eighth,other problems that you face,rate your satisfaction with the school s program,do you engage in any external activities not related to the study field,your level of motivation for joining ensia,how much do you like the field of artificial intelligence,others_feedback,how many hours do you sleep,how well do you handle stress and pressure,in a scale of 1 to 10 how do you rate your level in the following fields 1 english,2 programming,3 computer science,4 mathematics,4 forth,how do others feedbacks influence you,year_ordinal,inferred_year_from_grades,2y average s1,2y average s2,2y average,2y dsa 2,2y logic,2y mathematical analysis 2,2y databases,2y probability,2y web development,2y introduction to business,2y theory of computing,2y operating systems,2y computer architecture,2y statistical inference,2y introduction to ai,2y mathematical analysis 3,2y electronic circuits labs,2y analysis iii,2y dsa,2y archi 1,2y complexity,2y proba stat ii,2y lin alg ii,2y intro ai,2y oper res,2y archi ii,2y oper syst,2y soft eng,2y web prog,2y intro busin,gender_encoded,study_year_encoded,bac_specialty_encoded,study_hours_week_encoded,study_location_encoded,study_style_encoded,learning_methods_encoded,resources_used_encoded,use_planner_encoded,obstacle_1st_encoded,obstacle_2nd_encoded,obstacle_3rd_encoded,obstacle_4th_encoded,5 fifth_encoded,6 sixth_encoded,7 seventh_encoded,8 eighth_encoded,other problems that you face_encoded,do you engage in any external activities not related to the study field_encoded,others_feedback_encoded,how many hours do you sleep_encoded,4 forth_encoded,how do others feedbacks influence you_encoded,2y average s1_encoded,2y dsa 2_encoded,2y logic_encoded,2y mathematical analysis 2_encoded,2y databases_encoded,2y probability_encoded,2y web development_encoded,2y introduction to business_encoded,2y theory of computing_encoded,2y operating systems_encoded,2y computer architecture_encoded,2y statistical inference_encoded,2y introduction to ai_encoded,2y mathematical analysis 3_encoded,2y electronic circuits labs_encoded,2y analysis iii_encoded,2y dsa_encoded,2y archi 1_encoded,2y complexity_encoded,2y proba stat ii_encoded,2y lin alg ii_encoded,2y intro ai_encoded,2y oper res_encoded,2y archi ii_encoded,2y oper syst_encoded,2y soft eng_encoded,2y web prog_encoded,2y intro busin_encoded,record_id_log,rate your satisfaction with the school s program_log,your level of motivation for joining ensia_log,how much do you like the field of artificial intelligence_log,how well do you handle stress and pressure_log,in a scale of 1 to 10 how do you rate your level in the following fields 1 english_log,2 programming_log,3 computer science_log,4 mathematics_log,year_ordinal_log,inferred_year_from_grades_log,2y average s2_log,2y average_log,gender_encoded_log,study_year_encoded_log,bac_specialty_encoded_log,study_hours_week_encoded_log,study_location_encoded_log,study_style_encoded_log,learning_methods_encoded_log,resources_used_encoded_log,use_planner_encoded_log,obstacle_1st_encoded_log,obstacle_2nd_encoded_log,obstacle_3rd_encoded_log,obstacle_4th_encoded_log,5 fifth_encoded_log,6 sixth_encoded_log,7 seventh_encoded_log,8 eighth_encoded_log,other problems that you face_encoded_log,do you engage in any external activities not related to the study field_encoded_log,others_feedback_encoded_log,how many hours do you sleep_encoded_log,4 forth_encoded_log,how do others feedbacks influence you_encoded_log,2y average s1_encoded_log,2y dsa 2_encoded_log,2y logic_encoded_log,2y mathematical analysis 2_encoded_log,2y databases_encoded_log,2y probability_encoded_log,2y web development_encoded_log,2y introduction to business_encoded_log,2y theory of computing_encoded_log,2y operating systems_encoded_log,2y computer architecture_encoded_log,2y statistical inference_encoded_log,2y introduction to ai_encoded_log,2y mathematical analysis 3_encoded_log,2y electronic circuits labs_encoded_log,2y analysis iii_encoded_log,2y dsa_encoded_log,2y archi 1_encoded_log,2y complexity_encoded_log,2y proba stat ii_encoded_log,2y lin alg ii_encoded_log,2y intro ai_encoded_log,2y oper res_encoded_log,2y archi ii_encoded_log,2y oper syst_encoded_log,2y soft eng_encoded_log,2y web prog_encoded_log,2y intro busin_encoded_log
4,Male,Second year,Mathematics,10-17,In the school's library,With a group,Online courses and tutorials,Online tutorials;YouTube videos,No,Teachers' teaching method,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Private life problems,Bad quality of internet,Private life problems,Not having a good (powerful) computer,Lack of motivation,3.0,Yes,5.0,5.0,Positively,8 hours or more,3.0,8.0,8.0,8.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,2.0,10.0,9.0,10.0,Moderate,Moderate,Moderate,Moderate,Low,High,Moderate,Moderate,Low,Low,Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,High,1,1,0,0,1,2,46,29,0,6,2,4,1,5,0,5,3,2,1,1,1,1,3,0,1,2,1,1,1,0,2,1,1,1,1,1,2,2,0,0,1,1,1,2,1,1,2,2,1,2,0,1.6094379124341003,1.3862943611198906,1.791759469228055,1.791759469228055,1.3862943611198906,2.1972245773362196,2.1972245773362196,2.1972245773362196,2.0794415416798357,1.0986122886681098,1.0986122886681098,2.302585092994046,2.3978952727983707,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,1.0986122886681098,3.8501476017100584,3.4011973816621555,0.0,1.9459101490553132,1.0986122886681098,1.6094379124341003,0.6931471805599453,1.791759469228055,0.0,1.791759469228055,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0
6,Female,Third year,Mathematics,10-17,In the school's library,Alone,Learning by practicing;Project-based learning;Online courses and tutorials,Online tutorials;Online documents;YouTube videos,Yes,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Bad quality of internet,Not having a good (powerful) computer,Teaching language,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,No,4.0,5.0,Positively,8 hours or more,3.0,7.0,7.0,5.0,3.0,Bad quality of internet,You do not care about,3,2.0,11.0,9.0,10.0,Moderate,Moderate,Moderate,Moderate,Low,High,Moderate,Moderate,Low,Low,Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,High,0,2,0,0,1,0,16,27,1,4,2,1,6,5,0,3,7,1,0,1,1,0,3,1,1,2,1,1,1,0,2,1,1,1,1,1,2,2,0,0,1,1,1,2,1,1,2,2,1,2,0,1.9459101490553132,1.3862943611198906,1.6094379124341003,1.791759469228055,1.3862943611198906,2.0794415416798357,2.0794415416798357,1.791759469228055,1.3862943611198906,1.3862943611198906,1.0986122886681098,2.302585092994046,2.3978952727983707,0.0,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,2.833213344056216,3.332204510175204,0.6931471805599453,1.6094379124341003,1.0986122886681098,0.6931471805599453,1.9459101490553132,1.791759469228055,0.0,1.3862943611198906,2.0794415416798357,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0
12,Male,Second year,Mathematics,10-17,In the school's library,In peer,Lectures,Online tutorials;YouTube videos,No,Teaching language,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Lack of time,Private life problems,Not having a good (powerful) computer,Private life problems,.,2.0,Yes,3.0,4.0,You do not care about,5-7 hours,5.0,8.0,6.0,6.0,6.0,Lack of previous knowledge or experience in the field,You do not care about,2,2.0,9.0,9.0,10.0,Moderate,Moderate,Moderate,Moderate,Low,High,Moderate,Moderate,Low,Low,Low,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,High,1,1,0,0,1,1,17,29,0,7,4,1,6,2,5,3,5,0,1,2,0,1,3,8,1,2,1,1,1,0,2,1,1,1,1,1,2,2,0,0,1,1,1,2,1,1,2,2,1,2,0,2.5649493574615367,1.0986122886681098,1.3862943611198906,1.6094379124341003,1.791759469228055,2.1972245773362196,1.9459101490553132,1.9459101490553132,1.9459101490553132,1.0986122886681098,1.0986122886681098,2.302585092994046,2.3978952727983707,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,2.8903717578961645,3.4011973816621555,0.0,2.0794415416798357,1.6094379124341003,0.6931471805599453,1.9459101490553132,1.0986122886681098,1.791759469228055,1.3862943611198906,1.791759469228055,0.0,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.3862943611198906,2.1972245773362196,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0
18,Male,Third year,Mathematics,10-17,In the school's library,Alone,Learning by practicing,Books;YouTube videos,No,Private life problems,Lack of time,Teachers' teaching method,Lack of previous knowledge or experience in the field,Pressure,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Nothing,3.0,Yes,5.0,4.0,You do not care about,8 hours or more,3.0,6.0,8.0,8.0,7.0,Bad quality of internet,You do not care about,3,2.0,12.0,10.0,11.0,High,High,High,High,Very Low,Very High,High,High,High,Moderate,High,Low,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,High,1,2,0,0,1,0,0,14,0,5,2,6,1,4,7,0,3,5,1,2,1,0,3,2,0,0,0,0,3,3,0,0,0,2,0,1,0,0,0,0,1,1,1,2,1,1,2,2,1,2,0,2.9444389791664403,1.3862943611198906,1.791759469228055,1.6094379124341003,1.3862943611198906,1.9459101490553132,2.1972245773362196,2.1972245773362196,2.0794415416798357,1.3862943611198906,1.0986122886681098,2.3978952727983707,2.4849066497880004,0.6931471805599453,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,0.0,2.70805020110221,0.0,1.791759469228055,1.0986122886681098,1.9459101490553132,0.6931471805599453,1.6094379124341003,2.0794415416798357,0.0,1.3862943611198906,1.791759469228055,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,1.3862943611198906,1.0986122886681098,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0
28,Female,Second year,Science,18-25,In the school's library,Alone,Mind mapping and visualization;Online courses and tutorials,Online documents;YouTube videos,Yes,Pressure,Lack of time,Lack of previous knowledge or experience in the field,Teaching language,Teaching language,Bad quality of internet,Not having a good (powerful) computer,Private life problems,Lack of motivation,2.0,Yes,3.0,5.0,You do not care about,5-7 hours,1.0,7.0,5.0,6.0,7.0,Lack of previous knowledge or experience in the field,You do not care about,2,2.0,8.0,9.0,9.0,High,High,High,High,Very Low,Very High,High,High,High,Moderate,High,Low,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,High,0,1,1,1,1,0,45,20,1,4,2,1,7,7,0,3,5,2,1,2,0,1,3,7,0,0,0,0,3,3,0,0,0,2,0,1,0,0,0,0,1,1,1,2,1,1,2,2,1,2,0,3.367295829986474,1.0986122886681098,1.3862943611198906,1.791759469228055,0.6931471805599453,2.0794415416798357,1.791759469228055,1.9459101490553132,2.0794415416798357,1.0986122886681098,1.0986122886681098,2.302585092994046,2.302585092994046,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,3.828641396489095,3.044522437723423,0.6931471805599453,1.6094379124341003,1.0986122886681098,0.6931471805599453,2.0794415416798357,2.0794415416798357,0.0,1.3862943611198906,1.791759469228055,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.3862943611198906,2.0794415416798357,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0
29,Male,Third year,Mathematics,18-25,In your room (dorms),With a group,Lectures;Learning by practicing;Online courses and tutorials,Online tutorials;YouTube videos,No,Lack of time,Pressure,Lack of previous knowledge or experience in the field,Private life problems,Teaching language,Teachers' teaching method,Bad quality of internet,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",3.0,Yes,4.0,3.0,You do not care about,5-7 hours,2.0,6.0,6.0,6.0,7.0,Bad quality of internet,You do not care about,3,2.0,11.0,11.0,11.0,High,High,High,High,Very Low,Very High,High,High,High,Moderate,High,Low,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,High,1,2,0,1,2,2,35,29,0,2,4,1,5,7,6,0,3,1,1,2,0,0,3,1,0,0,0,0,3,3,0,0,0,2,0,1,0,0,0,0,1,1,1,2,1,1,2,2,1,2,0,3.4011973816621555,1.3862943611198906,1.6094379124341003,1.3862943611198906,1.0986122886681098,1.9459101490553132,1.9459101490553132,1.9459101490553132,2.0794415416798357,1.3862943611198906,1.0986122886681098,2.4849066497880004,2.4849066497880004,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,3.58351893845611,3.4011973816621555,0.0,1.0986122886681098,1.6094379124341003,0.6931471805599453,1.791759469228055,2.0794415416798357,1.9459101490553132,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,1.3862943611198906,0.6931471805599453,0.0,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,1.0986122886681098,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0
30,Male,Third year,Science,10-17,In your room (dorms),Alone,Lectures;Learning by practicing,Online documents;YouTube videos,No,Private life problems,Lack of previous knowledge or experience in the field,Pressure,Lack of time,Teachers' teaching method,Teaching language,Bad quality of internet,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,4.0,3.0,You do not care about,5-7 hours,3.0,5.0,4.0,4.0,5.0,Bad quality of internet,You do not care about,3,2.0,11.0,12.0,12.0,Moderate,Moderate,High,Moderate,Low,Moderate,High,Moderate,Moderate,Moderate,High,Moderate,High,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,High,1,2,1,0,2,0,32,20,0,5,1,4,2,6,7,0,3,1,0,2,0,0,3,1,1,2,0,1,1,2,0,1,2,2,0,2,0,2,0,0,1,1,1,2,1,1,2,2,1,2,0,3.4339872044851463,1.0986122886681098,1.6094379124341003,1.3862943611198906,1.3862943611198906,1.791759469228055,1.6094379124341003,1.6094379124341003,1.791759469228055,1.3862943611198906,1.0986122886681098,2.5649493574615367,2.5649493574615367,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,1.0986122886681098,0.0,3.4965075614664802,3.044522437723423,0.0,1.791759469228055,0.6931471805599453,1.6094379124341003,1.0986122886681098,1.9459101490553132,2.0794415416798357,0.0,1.3862943611198906,0.6931471805599453,0.0,1.0986122886681098,0.0,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0
45,Female,Fourth year,Technical maths,10-17,In your room (dorms),Alone,Lectures;Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Books;Online tutorials;Online documents;YouTube videos,Yes,Pressure,Lack of previous knowledge or experience in the field,Teachers' teaching method,Not having a good (powerful) computer,Lack of time,Private life problems,Teaching language,Bad quality of internet,"social media addiction , health problems, not being able to work on a team in group projects",2.0,Yes,2.0,3.0,You do not care about,5-7 hours,1.0,7.0,2.0,5.0,2.0,Unknown,Unknown,4,3.0,11.0,9.0,10.0,Moderate,High,Very High,High,Moderate,Very Low,Very High,Moderate,Low,Very Low,Moderate,Very Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,High,0,0,2,0,2,0,34,13,1,4,1,6,3,2,5,7,0,10,1,2,0,8,2,1,1,0,2,0,2,4,3,1,1,4,2,3,2,2,0,0,1,1,1,2,1,1,2,2,1,2,0,3.828641396489095,1.0986122886681098,1.0986122886681098,1.3862943611198906,0.6931471805599453,2.0794415416798357,1.0986122886681098,1.791759469228055,1.0986122886681098,1.6094379124341003,1.3862943611198906,2.302585092994046,2.3978952727983707,0.0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,3.5553480614894135,2.6390573296152584,0.6931471805599453,1.6094379124341003,0.6931471805599453,1.9459101490553132,1.3862943611198906,1.0986122886681098,1.791759469228055,2.0794415416798357,0.0,2.3978952727983707,0.6931471805599453,1.0986122886681098,0.0,2.1972245773362196,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,0.0,1.0986122886681098,1.6094379124341003,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.6094379124341003,1.0986122886681098,1.3862943611198906,1.0986122886681098,1.0986122886681098,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0
48,Male,Third year,Mathematics,10-17,In the school's library,Alone,Lectures;Learning by practicing;Mind mapping and visualization;Online courses and tutorials,Online tutorials;Online documents;YouTube videos;Chat GPT,No,Pressure,Teaching language,Lack of time,Lack of previous knowledge or experience in the field,Teachers' teaching method,Private life problems,Bad quality of internet,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,Yes,3.0,3.0,You do not care about,5-7 hours,3.0,6.0,7.0,7.0,8.0,Bad quality of internet,You do not care about,3,2.0,11.0,9.0,10.0,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,High,Moderate,Moderate,Moderate,Low,Moderate,Low,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,High,1,2,0,0,1,0,34,28,0,4,7,2,1,6,5,0,3,1,1,2,0,0,3,1,1,2,1,1,1,1,2,0,2,2,2,1,2,1,0,0,1,1,1,2,1,1,2,2,1,2,0,3.8918202981106265,1.0986122886681098,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.9459101490553132,2.0794415416798357,2.0794415416798357,2.1972245773362196,1.3862943611198906,1.0986122886681098,2.302585092994046,2.3978952727983707,0.6931471805599453,1.0986122886681098,0.0,0.0,0.6931471805599453,0.0,3.5553480614894135,3.367295829986474,0.0,1.6094379124341003,2.0794415416798357,1.0986122886681098,0.6931471805599453,1.9459101490553132,1.791759469228055,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,0.0,1.3862943611198906,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0
58,Male,Third year,Science,10-17,In your room (dorms),Alone,Lectures;Learning by practicing;Project-based learning;Mind mapping and visualization;Online courses and tutorials,Online tutorials;YouTube videos,No,Teachers' teaching method,Lack of time,Lack of previous knowledge or experience in the field,Pressure,Teaching language,Lack of previous knowledge or experience in the field,Private life problems,Not having a good (powerful) computer,"Guergour, thabet, dib, w abdou jirani, nahkiw mashi n9raw ( w mouchaal lol)",2.0,No,3.0,5.0,Positively,5-7 hours,3.0,6.0,7.0,7.0,6.0,Bad quality of internet,You do not care about,3,2.0,12.0,10.0,11.0,High,Moderate,Moderate,Moderate,Moderate,Very High,Moderate,Moderate,Moderate,Moderate,Moderate,Low,Moderate,Moderate,High,High,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,Moderate,Moderate,Moderate,High,1,2,1,0,2,0,39,29,0,6,2,1,4,7,1,5,3,1,0,1,0,0,3,2,0,2,1,1,2,3,2,1,2,2,2,1,2,2,0,0,1,1,1,2,1,1,2,2,1,2,0,4.07753744390572,1.0986122886681098,1.3862943611198906,1.791759469228055,1.3862943611198906,1.9459101490553132,2.0794415416798357,2.0794415416798357,1.9459101490553132,1.3862943611198906,1.0986122886681098,2.3978952727983707,2.4849066497880004,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.0,1.0986122886681098,0.0,3.6888794541139363,3.4011973816621555,0.0,1.9459101490553132,1.0986122886681098,0.6931471805599453,1.6094379124341003,2.0794415416798357,0.6931471805599453,1.791759469228055,1.3862943611198906,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,1.3862943611198906,1.0986122886681098,0.0,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.0986122886681098,0.0
